,GoodForKids,HasTV,monday,jukebox,Music,HappyHour,wednesday,RestaurantsTableService,RestaurantsCounterService,vegetarian,GoodForMeal,ByAppointmentOnly,sunday,RestaurantsPriceRange2,casual,latenight,RestaurantsReservations,BusinessAcceptsCreditCards,friday,video,DogsAllowed,Ambience,gluten-free,Alcohol,soy-free,hipster,dinner,tuesday,CoatCheck,lot,lunch,vegan,trendy,upscale,BYOBCorkage,dairy-free,classy,GoodForDancing,RestaurantsDelivery,AgesAllowed,Open24Hours,thursday,dj,background_music,karaoke,BYOB,no_music,BusinessAcceptsBitcoin,romantic,BusinessParking,WheelchairAccessible,Caters,live,BestNights,dessert,street,OutdoorSeating,Corkage,garage,breakfast,AcceptsInsurance,NoiseLevel,valet,Smoking,RestaurantsGoodForGroups,WiFi,intimate,RestaurantsAttire,DriveThru,brunch,divey,touristy,kosher,validated,RestaurantsTakeOut,saturday,halal,BikeParking,business_id,stars
9298,True,True,,,,,,True,,,,,,2,True,False,True,,,,False,,,u'full_bar',,False,True,,,True,True,,False,False,,,False,,True,,,,,,,,,,False,,True,True,,,False,False,False,,False,False,,'average',False,,True,u'free',False,'casual',,False,,False,,False,True,,,True,14045,3.2604166667
9299,True,True,,,,,,,,,,,,2,True,,True,True,,,,,,u'full_bar',,False,,,,True,,,False,False,,,False,,False,,,,,,,,,,False,,,,,,,False,True,,False,,,u'average',False,,True,u'free',False,u'casual',,,False,False,,False,True,,,True,99929,3.2068965517
9300,True,False,,,,,,,,,,,,2,True,False,False,True,,,,,,'beer_and_wine',,False,True,,,True,True,,False,False,,,False,,True,,,,,,,,,,False,,,True,,,False,False,False,,False,False,,u'quiet',False,,True,u'no',False,u'casual',,False,False,False,,False,True,,,False,28242,3.4525139665
9301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,False,,,,False,,,u'no',,,,,,,,False,,,,,68147,3.0
9302,True,False,,,,,,,,,,,,1,False,,False,,,,,,,,,False,,,,,,,False,False,,,False,,False,,,,,,,,,,False,,,,,,,,False,,,,,,,,True,,False,'casual',,,False,False,,,True,,,True,113816,2.0
9303,True,False,,,,,,,,,,,,1,True,,False,True,,,,,,u'none',,False,,,,True,,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,,False,False,,False,,,'quiet',False,,True,'no',False,u'casual',,,False,False,,False,True,,,True,92637,3.8333333333
9304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145305,1.3333333333000001
9305,True,False,,,,,,,,,,,,1,False,False,False,True,,,,,,,,False,False,,,,False,,False,False,,,False,,True,,,,,,,,,,False,,,,,,False,,True,,,False,,,,,True,,False,'casual',,False,False,False,,,True,,,True,128027,3.3571428571
9306,True,False,,,,,,False,,,,,,1,True,False,False,True,,,,,,'none',,False,True,,,False,True,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,False,False,False,,False,False,,u'average',False,,True,'no',False,'casual',,False,False,False,,False,True,,,True,152037,4.1846153846
9307,True,False,,,,,,,,,,,,2,True,,True,,,,,,,u'full_bar',,False,,,,True,,,False,False,,,False,,False,,,,,,,,,,False,,,,,,,False,True,,False,,,u'average',False,,True,u'free',False,u'casual',,,False,False,,False,True,,,True,163821,2.2363636364
9308,True,,,,,,,,,,,,,,False,,,,,,,,,,,False,,,,,,,False,False,,,False,,False,,,,,,,,,,False,,,,,,,,,,,,,,,,,,False,,,,False,False,,,,,,,76920,3.3333333333
9309,True,True,,,,,,,,,,,,1,True,,False,True,,,,,,u'beer_and_wine',,False,,,,True,,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,,False,True,,False,,,u'very_loud',False,,True,u'no',False,u'casual',,,False,False,,False,True,,,,67195,3.4444444444
9310,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,False,'free',,,,,,,,,,,,,123844,1.4
9311,True,True,False,False,,True,False,,,,,,False,2,True,False,False,True,True,False,,,,u'full_bar',,False,True,False,,True,True,,False,False,,,False,,False,,,False,False,False,False,,False,,False,,,False,False,,False,False,False,,False,False,,u'average',False,,True,u'no',False,u'casual',,False,False,False,,False,True,True,,True,48472,2.6766917293
9312,True,True,,,,,,,,,,,,2,True,False,False,True,,,,,,u'full_bar',,False,True,,,False,True,,False,False,,,False,,False,,,,,,,,,,False,,,True,,,False,True,True,,True,False,,u'average',False,,True,u'free',False,u'casual',,False,False,False,,False,True,,,True,102735,3.6077003122
9313,True,True,,,,,,,,,,,,2,True,,False,True,,,,,,u'full_bar',,False,,,,False,,,False,False,,,False,,False,,,,,,,,,,False,,,,,,,True,False,,False,,,u'average',False,,True,u'no',False,u'casual',,,False,False,,False,True,,,,18279,3.2258064516
9314,True,,,,,,,,,,,,,1,,,False,True,,,,,,u'none',,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,False,,,,,,,,True,,,'casual',,,,,,,True,,,,184833,3.0
9315,True,True,,,,,,True,,,,,,1,True,False,True,True,,,,,,'none',,False,True,,,True,True,,False,False,,,False,,False,,,,,,,,,,False,,,True,,,False,False,False,,False,False,,'quiet',False,,True,'no',False,'casual',,False,False,False,,False,True,,,True,129368,4.6728110599
9316,True,True,,,,,,,,,,,,1,False,False,False,True,,,,,,'none',,False,False,,,False,False,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,False,False,False,,False,True,,,False,,True,'free',False,'casual',,False,False,False,,False,True,,,True,3848,1.4166666667
9317,True,,,,,,,,,,,,,1,,,False,True,,,,,,u'none',,,,,,True,,,,,,,,,False,,,,,,,,,,,,,,,,,False,False,,False,,,,False,,True,,,u'casual',,,,,,False,True,,,,38372,4.0
9318,True,True,,,,,,,,,,,,2,True,False,True,,,,,,,u'beer_and_wine',,False,True,,,True,True,,False,False,,,False,,True,,,,,,,,,,False,,,True,,,False,False,False,,False,False,,u'average',False,,True,u'free',False,u'casual',,False,False,False,,False,True,,,True,166108,3.8518518519000002
9319,True,False,,,,,,,,,,,,2,True,False,False,True,,,,,,u'none',,False,True,,,True,True,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,False,False,True,,False,False,,u'average',False,,True,u'free',False,u'casual',,False,False,False,,False,True,,,True,185210,3.4505494505
9320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16661,1.0
9321,True,True,,,,,,True,,,,,,2,True,False,True,,,,,,,u'beer_and_wine',,False,True,,,False,True,,False,False,,,False,,True,,,,,,,,,,False,,True,False,,,False,False,True,,True,False,,'average',False,,True,u'no',False,u'casual',,False,False,False,,False,True,,,False,126437,2.404040404
9322,True,False,,,,,,True,,,,,,1,True,False,False,True,,,False,,,u'none',,False,False,,,False,False,,False,False,,,False,,False,,,,,,,,,,False,,True,,,,False,False,False,,False,False,,'quiet',True,,True,'no',False,u'casual',,False,False,False,,False,True,,,False,117668,4.7333333333
9323,True,False,,,,,,False,,,,,,2,False,False,False,True,,,,,,u'none',,False,False,,,False,False,,False,False,,,False,,True,,,,,,,,,,False,,,True,,,False,False,True,,False,False,,'average',False,,True,,False,'casual',False,False,False,False,,False,True,,,False,191800,2.4347826087
9324,True,False,,,,,,,,,,,,2,False,False,True,True,,,,,,u'beer_and_wine',,False,True,,,False,True,,False,False,,,False,,False,,,,,,,,,,False,,,,,,False,True,False,,False,False,,'quiet',False,,True,,False,u'casual',,False,False,False,,False,True,,,True,107266,3.9574468085000003
9325,True,True,,,,,,,,,,,,1,True,False,False,True,,,,,,u'none',,False,True,,,False,True,,False,False,,,False,,False,,,,,,,,,,False,,,True,,,False,True,True,,False,False,,u'average',False,,True,u'free',False,'casual',,False,False,False,,False,True,,,True,90495,2.2692307692
9326,True,False,,,,,,,,,,,,2,,,False,,,,,,,u'beer_and_wine',,,,,,False,,,,,,,,,True,,,,,,,,,,,,,True,,,,True,False,,False,,,,False,,True,u'free',,u'casual',,,,,,False,True,,,False,160535,3.5
9327,True,True,,,,,,True,,,,,,1,True,False,False,True,,,,,,u'full_bar',,False,True,,,True,True,,False,False,,,False,,False,,,,,,,,,,False,,,,,,False,False,True,,False,False,,u'average',False,,True,u'no',False,u'casual',,False,False,False,,False,True,,,True,32305,4.0775862069
9328,True,True,,,,,,,,,,,,1,True,False,False,True,,,,,,u'none',,False,True,,,True,True,,False,False,,,False,,False,,,,,,,,,,False,,,True,,,False,False,True,,False,False,,u'average',False,,True,u'no',False,u'casual',,False,False,False,,False,True,,,True,33978,3.5326086957
9329,True,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,True,u'free',,,,,,,,,True,,,,174092,3.3333333333
9330,True,False,,,,,,True,,,,,,1,True,False,False,True,,,,,,u'none',,False,False,,,False,True,,False,False,,,False,,False,,,,,,,,,,False,,True,False,,,False,False,False,,True,False,,'quiet',False,,True,'no',False,'casual',,False,False,False,,False,True,,,True,134119,4.6033057851
9331,True,False,,,,,,,,,,,,1,,,False,,,,,,,u'none',,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,False,,,,False,,True,u'no',,u'casual',,,,,,False,True,,,,163791,3.6
9332,True,True,,,,,,,,,,,,1,True,True,False,True,,,,,,u'none',,False,False,,,False,False,,False,False,,,False,,False,,,,,,,,,,False,,,True,,,False,False,True,,False,False,,u'quiet',False,,True,'no',False,u'casual',,False,False,False,,False,True,,,True,105499,3.0714285714
9333,,,,,,,,,,,,,,,False,False,,,,,,,,,,False,False,,,False,False,,False,False,,,False,,,,,,,,,,,,False,,,True,,,False,False,,,False,False,,,False,,,,False,,,False,False,False,,False,True,,,,106030,3.7692307692
9334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176042,3.5277777778
9335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,False,,,,False,,,,,,,,,,,False,,,,,168612,2.6666666667000003
9336,,,,,,,,,,,,,,,False,,False,,,,,,,,,False,,,,,,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,,,False,,,,,,,,False,,False,,,,,False,,,True,,,,54132,4.0
9337,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22562,2.3333333333
9338,True,True,,,,,,,,,,,,2,True,,False,,,,,,,u'none',,False,,,,True,,,False,False,,,False,,True,,,,,,,,,,False,,,False,,,,False,False,,False,,,u'average',False,,True,'free',False,u'casual',,,False,False,,False,True,,,True,15587,3.2972972973
9339,,False,,,,,,,,,,,,1,,,False,,,,,,,u'none',,,,,,True,,,,,,,,,True,,,,,,,,,,,,,True,,,,False,False,,False,,,u'quiet',False,,,u'no',,u'casual',,,,,,False,True,,,False,179426,4.2857142857
9340,True,False,,,,,,True,,,,,,2,True,False,True,,,,,,,'none',,False,False,,,False,True,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,False,True,False,,False,False,,u'quiet',False,,False,u'no',False,'casual',,False,False,False,,False,True,,,True,56030,4.3214285714
9341,True,False,,,,,,,,,,,,2,False,False,False,True,,,,,,,,False,False,,,False,False,,False,False,,,False,,False,,,,,,,,,,False,,,,,,False,False,False,,False,False,,,False,,True,,False,'casual',,False,False,False,,False,True,,,True,117902,3.0
9342,True,False,,,,,,,,,,,,1,False,False,False,True,,,,,,,,False,False,,,,False,,False,False,,,False,,False,,,,,,,,,,False,,,,,,False,,False,,,False,,u'average',,,True,'no',False,'casual',,False,False,False,,,True,,,,27145,2.0
9343,False,,,,,,,,,,,,,1,False,,False,True,,,,,,u'none',,False,,,,False,,,False,False,,,False,,False,,,,,,,,,,False,,,,,,,False,False,,False,,,,False,,False,,False,u'casual',,,False,False,,False,True,,,,181457,1.6666666667
9344,True,False,,,,,,,,,,,,2,True,False,False,True,,,,,,u'none',,False,True,,,,True,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,False,,True,,,False,,'loud',,,True,u'no',False,u'casual',,False,False,False,,,True,,,True,157671,3.0744680851
9345,True,False,,,,,,,,,,,,1,False,,False,True,,,,,,u'none',,False,,,,False,,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,,False,False,,False,,,,False,,True,'no',False,'casual',,,False,False,,False,True,,,True,114177,2.6315789474
9346,True,False,,,,,,,,,,,,1,False,False,True,,,,,,,u'none',,False,False,,,False,False,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,False,False,False,,False,False,,u'average',False,,True,u'free',False,u'casual',,True,,False,,False,True,,,True,190787,4.2142857143
9347,True,,,,,,,,,,,True,,2,,,,True,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,True,,,,False,,,,,,,,,,,False,True,,,False,38248,4.0
9348,True,False,,,,,,,,,,,,1,False,False,False,True,,,,,,u'none',,False,True,,,True,True,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,False,False,False,,False,False,,u'average',False,,True,u'no',False,u'casual',,False,False,False,,False,True,,,False,180960,2.2019230769
9349,True,True,,,,,,,,,,False,,1,True,False,False,True,,,,,,'none',,False,True,,,True,True,,False,False,'no',,False,,False,,,,,,,,,,False,,,False,,,False,False,True,,False,False,,u'average',False,,True,'free',False,'casual',True,False,False,False,,False,True,,,True,170733,3.3260869565
9350,True,False,,,,,,,,,,,,2,False,False,False,,,,,,,'none',,False,False,,,,False,,False,False,,,False,,False,,,,,,,,,,False,,,,,,False,,False,,,False,,,,,True,,False,'casual',,False,False,False,,,False,,,True,38602,4.6666666667
9351,,,,,,,,,,,,,,2,,,False,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,11151,1.0
9352,,,,,,,,,,,,,,,False,,False,,,,,,,u'none',,False,,,,,,,False,False,,,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,False,,,,False,False,,,False,,,,13659,1.0
9353,True,True,,,,,,,,,,,,2,False,,False,True,,,,,,u'none',,False,,,,,,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,,,False,,,,,u'loud',,,True,u'no',False,'casual',,,False,False,,,True,,,False,70216,2.75
9354,True,False,,,,,,False,,,,,,1,True,True,False,True,,,,,,u'beer_and_wine',,False,True,,,True,True,,False,False,,,False,,False,,,,,,,,,,False,,,True,,,False,False,True,,False,False,,u'loud',False,,True,'no',False,u'casual',False,False,False,False,,False,True,,,True,63599,3.2207792208
9355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78466,3.5
9356,True,True,,,,,,,,,,,,1,False,False,False,,,,,,,'none',,False,False,,,False,False,,False,False,,,False,,False,,,,,,,,,,False,,,,,,False,True,True,,False,False,,u'average',False,,False,'no',False,'casual',,False,,False,,False,True,,,True,157859,4.3863636364
9357,True,False,,,,,,True,,,,,,2,True,False,True,True,,,,,,'none',,False,False,,,False,True,,False,False,,,False,,False,,,,,,,,,False,False,,True,False,,,False,False,False,,True,False,,'average',False,,True,'no',False,'casual',,False,False,False,,False,True,,,True,147762,3.7058823529
9358,True,False,,,,,,,,,,,,1,False,False,True,True,,,,,,'none',,False,False,,,,False,,False,False,,,False,,False,,,,,,,,,,False,,,,,,False,,False,,,False,,,,,True,u'free',False,'casual',,False,False,False,,,True,,,True,118409,5.0
9359,True,,,,,,,True,,,,,,2,False,False,,,,,,,,,,False,False,,,False,False,,False,False,,,False,,,,,,,,,,,,False,,,,,,False,False,,,False,False,,u'quiet',False,,True,u'no',False,u'casual',,False,,False,,False,True,,,True,37455,4.125
9360,True,False,,,,,,,,,,,,2,True,False,True,True,,,,,,u'none',,False,True,,,False,True,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,False,True,False,,False,False,,u'average',False,,True,'free',False,u'casual',,False,False,False,,False,True,,,True,122197,3.9918699187
9361,True,False,,,,,,False,,,,,,2,False,False,False,True,,,False,,,,,False,False,,,True,False,,False,False,,,False,,False,,,,,,,,,,False,,,,,,False,True,True,,True,False,,,True,,True,u'no',False,'casual',,False,False,False,,False,True,,,,65051,4.7142857143
9362,True,False,,,,,,,,,,,,2,False,False,False,True,,,,,,,,False,False,,,False,False,,False,False,,,False,,False,,,,,,,,,,False,,,,,,False,False,,,False,False,,,False,,True,,False,'casual',,False,False,False,,False,True,,,,143386,3.8666666667
9363,False,True,,,,,,,,,,,,3,False,,True,,,,,,,u'full_bar',,False,,,,False,,,True,False,,,False,,False,,,,,,,,,,False,,,,,,,True,False,,False,,,u'average',False,,True,u'free',True,u'casual',,,,False,,False,True,,,,157040,4.2708333333
9364,True,False,,,,,,,,,,,,2,True,,True,,,,,,,'beer_and_wine',,False,,,,False,,,False,False,,,False,,False,,,,,,,,,,False,,,,,,,False,False,,False,,,u'average',False,,True,u'no',False,'casual',,,False,False,,False,True,,,True,89681,2.84375
9365,True,False,,,,,,,,,,,,1,False,False,False,True,,,,,,u'none',,False,False,,,False,False,,False,False,,,False,,False,,,,,,,,,,False,,,,,,False,False,False,,False,True,,,False,,True,'free',False,'casual',,False,False,False,,False,True,,,True,141097,1.6111111111
9366,True,False,,,,,,,,,,,,1,True,False,False,True,,,,,,u'none',,False,False,,,True,True,,False,False,,,False,,False,,,,,,,,,,False,,,True,,,False,False,True,,False,False,,u'average',False,,False,'no',False,u'casual',,False,False,False,,False,True,,,True,168669,4.2
9367,True,False,,,,,,,,,,,,1,,,False,True,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,False,,,,,False,,,,,,,,True,,,'casual',,,,,,,True,,,True,132723,1.8399999999999999
9368,,False,,,,,,,,,,,,1,,,False,True,,,,,,u'none',,,,,,True,,,,,,,,,True,,,,,,,,,False,,,,False,,,,False,True,,False,,,,False,,,u'no',,,,,,,,False,True,,,True,136995,4.1944444444
9369,True,False,,,,,,,,,,,,1,False,False,False,True,,,,,,'none',,False,False,,,False,False,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,False,False,False,,False,False,,'average',False,,False,'no',False,'casual',,False,False,False,,False,True,,,True,168028,3.6875
9370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62597,2.0
9371,True,False,,,,,,,,,,,,1,True,True,False,True,,,,,,'none',,False,True,,,True,True,,False,False,'yes_free',,False,,False,,,,,,,,,,False,,,False,,,False,False,True,False,False,False,,u'average',False,,True,u'no',False,'casual',True,False,False,False,,False,True,,,True,117200,4.1187648456
9372,True,False,,,,,,True,,,,,,1,True,False,False,True,,,,,,'none',,False,False,,,False,True,,False,False,,,False,,False,,,,,,,,,,False,,,True,,,True,False,False,,False,False,,u'quiet',False,,True,u'free',False,'casual',,True,False,False,,False,True,,,True,71310,4.3604651163
9373,True,True,,,,,,True,,,,,,1,False,False,False,False,,,,,,,,False,False,,,False,False,,False,False,,,False,,False,,,,,,,,,,False,,,,,,False,False,False,,False,False,,u'quiet',False,,True,'no',False,u'casual',,False,False,False,,False,True,,,True,162168,4.8333333333
9374,False,True,,,,,,,,,,,,2,False,,True,True,,,,,,u'full_bar',,False,,,,True,,,False,False,,,False,,False,,,,,,,,,,False,,,True,,,,False,True,,False,,,u'average',False,,True,u'free',True,u'casual',,,False,False,,False,True,,,True,190356,3.8669724771
9375,True,False,,,,,,True,,,,,,2,True,False,True,True,,,False,,,u'none',,True,True,,,True,True,,True,False,,,True,,False,,,,,,,,,False,False,,True,False,,,False,False,False,,False,False,,'average',False,,True,u'no',False,'casual',,True,False,False,,False,True,,,False,100251,4.6137931034
9376,True,,,,,,,,,,,,,,,,,,,,,,,u'none',,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98672,2.75
9377,True,False,,,,,,,,,,,,2,True,,True,,,,,,,,,False,,,,False,,,False,False,,,False,,True,,,,,,,,,,False,,,,,,,False,False,,False,,,u'average',False,,True,,False,'casual',,,,False,,False,True,,,False,3632,3.5555555556
9378,True,False,,,,,,False,,,,,,1,False,False,False,,,,,,,u'none',,False,False,,,False,False,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,False,False,False,,False,False,,u'average',False,,True,u'no',False,u'casual',,False,False,False,,False,True,,,True,24859,3.75
9379,True,True,,,,,,,,,,,,2,True,False,True,True,,,,,,u'full_bar',,False,True,,,True,True,,False,False,,,False,,False,,,,,,,,,,False,,,True,,,False,False,True,,False,False,,'average',False,,True,u'free',False,u'casual',,False,False,False,,False,True,,,True,8751,3.3506493506
9380,True,True,,,,,,,,,,,,1,False,,False,True,,,,,,u'none',,False,,,,False,,,False,False,,,False,,True,,,,,,,,,,False,,,True,,,,False,False,,False,,,u'very_loud',False,,True,u'free',False,u'casual',,,False,False,,False,True,,,False,57531,2.2
9381,True,False,,,,,,,,,,,,2,True,False,False,True,,,,,,u'none',,False,False,,,False,True,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,False,False,False,,False,False,,u'average',False,,True,u'no',False,u'casual',,False,False,False,,False,True,,,False,145858,1.52
9382,True,True,,,,,,,,,,,,1,True,,False,True,,,,,,u'none',,False,,,,True,,,False,False,,,False,,False,,,,,,,,,,False,,,True,,,,False,False,,False,,,u'average',False,,True,u'no',False,u'casual',,,False,False,,False,True,,,,101724,3.3157894736999998
9383,True,False,,,,,,False,,,,,,2,,,False,True,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,True,,,,,False,,,,,,,,False,,,'casual',True,,,,,,True,,,False,27435,1.8620689655
9384,True,False,,,,,,,,,,,,2,True,False,False,,,,,,,u'none',,False,True,,,False,True,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,False,True,False,,False,False,,u'average',False,,True,u'no',False,u'casual',,False,False,False,,False,True,,,True,21239,3.3450704225
9385,True,False,,,,,,True,,,,,,2,True,False,False,True,,,False,,,u'full_bar',,False,True,,,True,True,,False,False,,,False,,False,,,,,,,,,,False,,False,False,,,False,False,False,,False,False,,u'average',False,,True,u'free',False,u'casual',,False,False,False,,False,True,,,True,122425,2.8827160494
9386,False,False,,,,,,,,,,,,,False,,False,,,,,,,u'none',,False,,,,True,,,False,False,,,False,,,,,,,,,,,,False,,,,,,,False,,,False,,,u'very_loud',False,,True,,False,,,,,False,,False,,,,,96593,1.5
9387,True,False,,,,,,,,,,,,2,False,,True,,,,,,,,,False,,,,False,,,False,False,,,False,,True,,,,,,,,,,False,,,,,,,False,False,,False,,,,False,,True,,False,'casual',,,,False,,False,True,,,True,12799,3.9333333333000002
9388,True,False,,,,,,,,,,,,1,False,,False,True,,,,,,'none',,False,,,,,,,False,False,,,False,,False,,,,,,,,,,False,,,,,,,,False,,,,,'average',,,True,,False,'casual',,,False,False,,,True,,,True,42563,4.4
9389,True,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,True,'free',,'casual',,,,,,,True,,,,165,3.8
9390,True,False,,,,,,,,,,,,1,False,,False,True,,,,,,u'none',,False,,,,True,,,False,False,,,False,,False,,,,,,,,,,False,,,,,,,False,False,,False,,,u'average',False,,True,'no',False,'casual',,,False,False,,False,True,,,True,185887,2.1333333333
9391,True,True,False,,,True,False,True,,,,,False,2,True,False,True,True,False,,,,,'full_bar',,False,True,True,,True,False,,False,False,,,False,,False,,,True,,,,,,,False,,True,True,,,False,False,True,,False,False,,u'average',False,,True,u'free',False,'casual',,False,False,False,,False,True,True,,True,29696,4.1490514905
9392,True,True,,,,,,,,,,,,2,False,,True,,,,,,,'none',,False,,,,False,,,False,False,,,False,,True,,,,,,,,,,False,,,,,,,False,False,,False,,,u'quiet',False,,True,'no',False,u'casual',,,False,False,,False,True,,,,94674,4.2857142857
9393,True,True,,,,,,True,,,,,,2,True,False,True,,,,,,,u'full_bar',,False,True,,,False,True,,False,False,,,False,,False,,,,,,,,,,False,,,,,,False,True,False,,False,False,,u'average',False,,True,,False,u'casual',,False,False,False,,False,True,,,True,113269,3.3125
9394,True,False,,,,,,,,,,,,1,False,,False,True,,,,,,u'none',,False,,,,False,,,False,False,,,False,,False,,,,,,,,,,False,,,True,,,,True,True,,False,,,'average',False,,True,u'no',False,u'casual',,,False,False,,False,True,,,True,101512,4.5333333333
9395,True,False,,,,,,,,,,,,2,False,False,True,,,,,,,u'full_bar',,False,True,,,True,False,,False,False,,,False,,True,,,,,,,,,,False,,,True,,,False,False,False,,False,False,,u'quiet',False,,True,'free',False,u'casual',,False,,False,,False,True,,,False,95811,3.1363636364
9396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11240,2.6666666667000003
9397,True,False,,,,,,,,,,,,1,False,,False,True,,,,,,'none',,False,,,,,,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,,,False,,,,,,,,True,,False,u'casual',,,False,False,,,True,,,True,131320,2.9411764706
9398,True,True,,,,,,,,,,,,1,False,,False,True,,,,,,u'none',,False,,,,True,,,False,False,,,False,,False,,,,,,,,,,False,,,True,,,,False,True,,False,,,u'average',False,,True,'no',False,u'casual',,,False,False,,False,True,,,True,5704,2.8863636364
9399,True,True,False,False,,False,False,True,False,True,,,True,2,True,False,True,True,False,False,False,,False,u'beer_and_wine',False,False,True,True,True,True,False,True,False,False,'yes_free',True,False,False,False,,False,False,False,False,False,False,False,False,False,,True,False,False,,False,False,False,False,False,False,,u'average',False,u'no',True,u'no',False,'casual',,False,False,False,False,False,True,True,False,False,182089,4.2297264585
9400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,94847,2.3333333333
9401,True,True,,,,,,True,,,,,,2,True,False,True,,,,,,,'full_bar',,False,False,,,True,True,,False,False,,,False,,True,,,,,,,,,,False,,,,,,False,False,False,,False,False,,u'average',False,,True,'no',False,u'casual',,False,,False,,False,True,,,False,89852,3.0975609756
9402,True,,,,,,,,,,,,,1,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,False,,,,False,,True,,,'casual',,,,,,False,True,,,False,73892,3.5333333333
9403,True,True,,,,,,False,,,,,,1,True,False,True,True,,,False,,,'none',,False,False,,,False,True,,False,False,,,False,,True,,,,,,,,,,False,,True,True,,,False,True,True,,False,False,,'average',False,,False,u'free',False,'casual',,False,False,False,,False,True,,,True,8572,2.8846153846
9404,True,False,,,,,,,,,,,,2,True,,False,True,,,,,,u'beer_and_wine',,False,,,,False,,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,,False,False,,False,,,u'average',False,,True,u'no',False,u'casual',,,False,False,,False,True,,,False,61921,3.3953488372000002
9405,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,10675,3.0
9406,True,True,,,,,,True,,,,,,2,False,False,True,,,,False,,,u'none',,False,False,,,True,False,,False,False,,,False,,False,,,,,,,,,,False,,True,True,,,False,False,False,,True,False,,,False,,True,u'free',False,'casual',,False,,False,,False,True,,,False,4907,2.88
9407,True,False,,,,,,,,,,,,1,True,False,False,True,,,,,,u'none',,False,True,,,True,False,,False,False,,,False,,False,,,,,,,,,,False,,,True,,,False,False,True,,False,False,,'average',False,,True,u'free',False,u'casual',,False,False,False,,False,True,,,True,51275,3.9473684211
