,GoodForKids,HasTV,perms,monday,jukebox,extensions,Music,HappyHour,wednesday,kids,RestaurantsTableService,RestaurantsCounterService,vegetarian,GoodForMeal,ByAppointmentOnly,sunday,RestaurantsPriceRange2,casual,latenight,RestaurantsReservations,BusinessAcceptsCreditCards,friday,video,DogsAllowed,Ambience,gluten-free,Alcohol,soy-free,hipster,dinner,tuesday,CoatCheck,lot,lunch,vegan,trendy,upscale,BYOBCorkage,dairy-free,classy,GoodForDancing,curly,RestaurantsDelivery,AgesAllowed,Open24Hours,thursday,dj,background_music,karaoke,BYOB,no_music,BusinessAcceptsBitcoin,romantic,BusinessParking,WheelchairAccessible,Caters,live,BestNights,coloring,dessert,street,OutdoorSeating,Corkage,garage,breakfast,AcceptsInsurance,NoiseLevel,valet,Smoking,RestaurantsGoodForGroups,WiFi,intimate,RestaurantsAttire,DriveThru,brunch,divey,touristy,kosher,validated,RestaurantsTakeOut,saturday,halal,BikeParking,business_id,stars
10316,True,False,,,,,,,,,,,,,,,2,False,,True,True,,,,,,u'full_bar',,False,,,,False,,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,,False,False,,True,,,u'average',False,,True,u'no',False,u'casual',,,False,False,,False,True,,,False,168081,4.0963488844
10317,True,False,,,,,,,,,False,,,,,,2,False,False,False,True,,,,,,'beer_and_wine',,False,True,,,False,True,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,False,True,True,,False,False,,u'average',False,,True,'free',False,'casual',False,False,False,False,,False,True,,,True,146193,3.7788461538
10318,False,True,,,,,,,,,,,,,,,3,False,False,True,True,,,,,,'full_bar',,False,True,,,True,False,,True,False,'no',,False,,,False,,,,,,,,,,False,,,True,,,,False,False,True,,False,False,,u'average',True,,True,u'no',False,u'casual',,False,False,False,,False,True,,,True,136913,4.1197183099
10319,False,True,,,False,,,,,,,,,,,,2,True,True,True,True,,False,,,,u'full_bar',,False,False,,,False,True,,False,False,,,False,,,False,,,,False,False,False,,False,,False,,,True,False,,,False,True,True,,False,False,,'average',False,,True,u'free',False,'casual',,False,False,False,,False,True,,,True,26666,3.8358208955
10320,False,True,,False,False,,,,True,,,,,,,False,2,True,False,False,True,True,False,,,,u'full_bar',,False,True,False,,False,True,,False,False,,,False,,,False,,,False,False,False,False,,False,,False,,,False,False,,,False,True,True,,False,False,,'loud',False,,True,'free',False,u'casual',,False,False,False,,False,True,True,,True,47119,3.7405660377
10321,False,True,,,,,,,,,,,,,,,2,True,True,True,,,,,,,u'full_bar',,False,False,,,False,False,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,False,True,True,,False,False,,u'average',False,,True,u'free',False,u'casual',,False,False,False,,False,True,,,True,117110,3.5679012346
10322,True,True,,True,False,,,False,True,,,,,,,False,2,False,False,True,True,False,False,,,,u'full_bar',,False,True,True,False,True,True,,False,True,,,False,False,,False,,,False,False,False,False,,False,,False,,,True,False,,,False,False,True,,False,False,,u'average',False,,True,'free',False,u'casual',,False,False,False,,False,True,False,,True,109881,4.1093117409
10323,True,True,,False,False,,,True,False,,True,,,,,False,2,True,False,False,True,False,False,,,,u'full_bar',,False,True,False,False,True,True,,False,False,,,False,,,False,,,True,False,False,False,,False,,False,,,True,False,,,False,False,True,,False,False,,u'loud',False,u'no',True,u'free',False,u'casual',,False,False,False,,False,True,True,,True,26995,2.2739726027
10324,True,True,,,,,,,,,,,,,,,2,True,False,True,True,,,,,,u'full_bar',,False,True,,,False,True,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,False,False,True,,False,False,,u'average',False,,True,u'no',False,u'casual',,False,False,False,,False,True,,,True,190596,3.1439393939
10325,False,False,,,,,,,,,,,,,,,3,False,,True,True,,,,,,u'full_bar',,False,,,,False,,,True,False,,,False,,,False,,,,,,,,,,False,,,False,,,,,False,True,,True,,,u'average',True,,True,u'no',False,u'dressy',,,False,False,,False,True,,,False,57343,3.7013487476
10326,False,False,,,,,,,,,True,,,,,,2,False,False,True,True,,,False,,,'full_bar',,False,False,,,False,True,,False,False,,,False,,,False,,,,,,,,,,False,,True,,,,,False,True,False,,True,False,,u'average',False,,True,u'free',False,'casual',,False,False,False,,False,True,,,True,165830,3.4814814815
10327,True,True,,,,,,,,,False,,,,,,1,False,False,False,,,,,,,u'none',,False,False,,,False,False,,False,False,,,False,,,False,,,,,,,,,,False,,False,True,,,,False,False,False,,False,False,,'quiet',False,,False,u'no',False,'casual',False,False,False,False,,False,True,,,False,163339,3.0
10328,False,True,,,,,,,,,,,,,,,2,False,,True,True,,,,,,u'full_bar',,False,,,,True,,,False,False,,,False,,,False,,,,,,,,,,False,,,True,,,,,False,True,,False,,,u'quiet',False,,True,u'free',False,u'casual',,,False,False,,False,True,,,False,83570,2.9130434783
10329,False,True,,,,,,,,,,,,,,,1,False,,False,True,,,,,,u'full_bar',,False,,,,False,,,False,False,,,False,,,,,,,,,,,,,False,,,,,,,,False,False,,False,,,u'average',False,,True,u'no',False,u'casual',,,False,False,,False,,,,True,162101,3.0
10330,True,,,,,,,,,,,,,,,,2,False,,True,,,,,,,,,False,,,,False,,,False,False,,,False,,,True,,,,,,,,,,False,,,,,,,,False,False,,False,,,u'average',False,,True,'no',False,u'casual',,,False,False,,False,True,,,False,124024,3.7222222222
10331,True,True,,False,,,,False,False,,True,,,,,False,2,False,False,True,True,True,,,,,u'full_bar',,False,True,False,False,,True,,True,False,,,False,False,,False,,,True,,,,,,,False,,,False,,,,False,,True,,,False,,u'average',,u'no',True,'free',False,u'casual',,False,False,False,,,True,True,,True,130208,3.6241134752
10332,False,True,,False,,,,True,False,,,,,,,True,2,True,True,False,True,False,,,,,u'full_bar',,False,True,False,,True,True,,False,False,,,False,,,False,,,True,,,,,,,False,,,False,,,,False,False,True,,False,False,,u'average',False,,True,'free',False,u'casual',,False,False,False,,False,True,True,,True,142499,3.7883211679
10333,False,True,,False,False,,,True,False,,True,,,,,True,3,False,False,True,True,True,False,,,,u'full_bar',,False,True,False,False,True,False,,False,True,,,False,False,,False,,,False,False,False,False,,False,,False,,,False,False,,,False,False,True,,False,False,,u'average',False,u'no',True,'no',False,u'dressy',,False,False,False,,False,True,True,,True,116066,3.9970674487
10334,True,False,,,,,,,,,,,,,,,2,False,False,False,True,,,,,,'beer_and_wine',,False,True,,,True,True,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,False,True,False,,False,False,,,False,,True,'no',False,'casual',,False,False,False,,False,True,,,,19274,4.1830985915
10335,True,False,,,,,,,,,,,,,,,2,False,,True,,,,,,,'beer_and_wine',,False,,,,False,,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,,True,True,,False,,,u'quiet',False,,False,u'no',True,u'casual',,,False,False,,False,True,,,True,84795,3.9393939394
10336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177968,3.0
10337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135606,3.0
10338,,,,,False,,,True,,,,,,,,,3,False,,True,,,False,,,,u'full_bar',,False,,,,,,,False,False,,,False,False,,,,,,False,False,False,,False,,False,,,,False,,,,,False,,,,,u'loud',,u'no',True,,False,,,,,False,,,,,,True,5602,3.75
10339,True,False,,,,,,,,,,,,,,,2,True,False,False,True,,,,,,u'full_bar',,False,True,,,True,True,,False,False,,,False,,,False,,,,,,,,,,False,,True,True,,,,True,False,False,,False,False,,u'quiet',False,,True,'free',False,u'casual',,False,False,False,,False,True,,,False,100034,3.1509433962
10340,True,False,,,,,,,,,,,,,,,1,True,,False,True,,,,,,u'none',,False,,,,True,,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,,False,True,,False,,,u'average',False,,True,u'no',False,u'casual',,,False,False,,False,True,,,True,35237,3.4647887324
10341,True,,,,,,,,,,,,,,,,1,,,False,True,,,,,,u'none',,,,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,False,False,,False,,,,False,,False,,,u'casual',,,,,,False,True,,,,82812,4.5
10342,True,True,,,,,,,,,,,,,,,2,False,,True,,,,,,,'none',,False,,,,True,,,False,False,,,False,,,True,,,,,,,,,,False,,,True,,,,,True,False,,False,,,'quiet',False,,True,u'free',False,'casual',,,False,False,,False,True,,,True,22956,4.3333333333
10343,True,,,,,,,,,,,,,,,,2,,,,,,,,,,u'full_bar',,,,,,False,,,,,,,,,,False,,,,,,,,,,,,,,,,,,False,,,False,,,,False,,False,,,u'casual',,,,,,False,,,,,86082,4.5
10344,False,True,,,,,,,,,True,,,,,,2,False,,True,,,,False,,,u'full_bar',,False,,,,True,,,False,False,,,False,,,False,,,,,,,,,,False,,True,True,,,,,False,False,,False,,,,False,,False,u'free',False,'casual',,,False,False,,False,True,,,True,20923,2.75
10345,True,True,,,,,,,,,True,,,,,,2,False,False,True,,,,False,,,'full_bar',,True,False,,,True,False,,False,False,,,False,,,False,,,,,,,,,,False,,True,True,,,,False,False,False,,False,False,,'loud',False,,True,'free',False,'casual',,False,False,False,,False,True,,,True,13574,2.6
10346,False,True,,,,,,,,,,,,,,,2,True,,True,True,,,,,,u'full_bar',,False,,,,False,,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,,False,False,,True,,,u'average',True,,True,u'free',False,u'casual',,,False,False,,False,True,,,,36418,3.1194029851
10347,True,False,,,,,,,,,,,,,,,2,True,False,True,True,,,,,,u'beer_and_wine',,False,True,,,False,True,,False,False,,,False,,,True,,,,,,,,,,False,,,True,,,,False,False,True,,False,False,,u'quiet',False,,True,u'no',False,u'casual',,False,False,False,,False,True,,,True,131770,3.4347826087
10348,True,False,,,,,,,,,False,,,,,,1,False,False,False,True,,,,,,'none',,False,False,,,True,False,,False,False,,,False,,,False,,,,,,,,,False,False,,True,False,,,,False,False,True,,True,False,,u'average',False,,True,'free',False,'casual',,False,True,False,,True,True,,,False,142424,4.3006535948
10349,True,True,,,,,,,,,,,,,,,2,True,False,True,True,,,,,,u'beer_and_wine',,False,True,,,False,True,,False,False,,,False,,,False,,,,,,,,,,False,,,True,,,,False,True,True,,True,False,,u'average',False,,True,u'free',False,u'casual',,False,False,False,,False,True,,,True,16968,4.0576576577
10350,False,True,,,,,,,,,,,,,,,2,False,False,False,True,,,,,,'full_bar',,False,False,,,False,False,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,False,False,False,,False,False,,u'loud',False,,True,'no',False,u'casual',False,False,True,False,,False,True,,,True,66470,3.6585365854000003
10351,True,True,,,,,,,,,,,,,,,2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,u'average',,,True,,,'casual',,,,,,,True,,,,138070,2.75
10352,False,True,,,,,,,,,,,,,,,2,True,,False,True,,,,,,u'full_bar',,False,,,,True,,,False,False,,,False,,,False,,,,,,,,,,False,,,True,,,,,False,True,,False,,,u'loud',False,,True,u'free',False,u'casual',,,False,False,,False,True,,,True,152218,2.3650793651
10353,True,True,,,,,,,,,True,,,,,,2,True,False,True,True,,,,,,u'none',,False,True,,,True,True,,False,False,,,False,,,True,,,,,,,,,False,False,,,True,,,,False,False,False,,False,False,,'average',False,,True,u'free',False,'casual',,False,False,False,,True,True,,,True,98144,4.112244898
10354,False,True,,,,,,,,,True,,,,,,2,True,False,True,,,,False,,,u'full_bar',,False,True,,,True,True,,False,False,,,False,,,False,,,,,,,,,,False,,False,False,,,,False,False,True,,False,False,,u'loud',False,,True,u'free',False,u'casual',,False,False,False,,False,True,,,False,81671,3.4571428571
10355,True,False,,,,,,True,,,True,,,,,,2,True,False,True,,,,False,,,u'full_bar',,False,False,,False,True,False,,False,False,,,False,,,False,,,,,,,,,,False,,True,True,,,,False,True,True,,False,False,,u'average',False,u'outdoor',True,u'free',False,'casual',,False,,False,,False,True,,,True,50980,4.2941176471
10356,True,False,,,,,,,,,,,,,,,1,True,,,,,,,,,u'full_bar',,False,,,,False,,,False,False,,,False,,,True,,,,,,,,,,False,,,True,,,,,True,False,,False,,,u'quiet',False,,True,u'no',False,u'casual',,,False,False,,False,True,,,,60117,3.7894736842
10357,,,,,,,,,,,,,,,,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,u'paid',,,,,,,,,True,,,,64164,3.8
10358,False,False,,False,False,,,,False,,,,,,,True,3,False,False,True,True,True,False,,,,'full_bar',,False,True,False,,False,False,,True,False,'no',,False,False,,False,,,False,False,True,False,,False,,False,,,False,False,,,False,False,False,,True,False,,u'average',True,,True,u'no',False,'casual',,False,False,False,,False,True,True,,False,47179,4.0
10359,True,False,,,,,,,,,False,,,,,,2,False,False,False,True,,,,,,u'full_bar',,False,True,,,True,True,,False,False,,,False,,,False,,,,,,,,,,False,,True,True,,,,False,False,True,,False,False,,'average',False,,True,u'no',False,'casual',False,True,False,False,,False,True,,,True,31896,4.5094339623
10360,True,True,,,False,,,True,,,,,,,,,2,True,False,True,,,False,,,,u'full_bar',,False,False,,False,True,False,,False,False,,,False,False,,True,,,,False,False,False,,False,,False,,,False,False,,,True,False,True,,False,False,,u'average',False,,True,u'free',False,u'casual',False,False,False,False,,False,True,,,True,6243,2.6875
10361,True,False,,,,,,,,,,,,,,,2,False,,True,True,,,,,,u'none',,False,,,,False,,,False,False,,,False,,,True,,,,,,,,,,False,,,False,,,,,True,False,,False,,,u'average',False,,True,u'no',False,u'casual',,,False,False,,False,True,,,True,51178,2.5178571429
10362,True,True,,False,,,,False,False,,True,,,,,False,2,True,False,False,True,False,,False,,,'full_bar',,False,True,False,False,False,True,,False,False,,,False,False,,False,,,True,False,,,,,,False,,,False,,,,False,False,False,,False,True,,u'average',False,u'no',True,'free',False,'casual',,False,False,False,,False,True,False,,False,129104,3.390625
10363,True,True,,,,,,,,,,,,,,,2,True,,True,True,,,,,,u'full_bar',,False,,,,False,,,False,False,,,False,,,False,,,,,,,,,,False,,,True,,,,,True,True,,True,,,u'average',False,,True,u'free',False,u'casual',,,False,False,,False,True,,,,85941,2.7741935484
10364,False,True,,,,,,False,,,True,,,,,,2,True,False,True,,,,False,,,u'none',,False,False,,False,True,False,,False,False,,,False,False,,False,,,,,,,,,,False,,True,True,,,,False,False,True,,False,False,,u'very_loud',False,u'no',True,u'free',False,'casual',,False,,False,,False,True,,,False,175583,3.1153846154
10365,False,False,,False,False,,,False,True,,True,,,,,False,4,False,False,True,True,True,False,,,,'full_bar',,False,True,False,False,False,False,,False,True,,,True,False,,False,,,True,False,True,False,,False,,False,,,False,False,,,False,False,False,,True,False,,u'average',False,u'no',True,u'no',False,'dressy',,False,False,False,,False,False,False,,False,67092,3.6005665722
10366,True,False,,,,,,,,,,,,,,,1,False,,False,,,,,,,'none',,False,,,,False,,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,,False,False,,False,,,'quiet',False,,True,'no',False,'casual',,,False,False,,False,True,,,True,48779,1.9166666667
10367,True,,,,,,,,,,,,,,,,,,False,True,True,,,,,,,,,False,,,,False,,,,,,,,,False,,,,,,,,,,,,,,,,,False,,,,,False,,,,,True,'free',,'casual',,False,,,,,True,,,,39486,3.8333333333
10368,,True,,,,,,,,,,,,,,,,,,,,,,,,,u'full_bar',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u'loud',,,,,,,,,,,,,,,,,29874,2.0
10369,,True,,,,,,,,,,,,,,,2,False,,True,,,,,,,u'full_bar',,False,,,,False,,,False,False,,,False,,,,,,,,,,,,,False,,,,,,,,False,True,,False,,,u'loud',False,,True,,False,u'casual',,,False,False,,False,,,,True,24592,2.8888888889
10370,True,True,,False,,,,True,False,,True,,,,,False,2,True,False,False,True,False,,,,,u'full_bar',,False,True,True,False,False,True,,True,False,,,False,False,,False,,,True,False,,,,,,False,,True,True,,,,False,False,True,,False,False,,'average',False,u'no',True,u'free',False,'casual',,False,False,False,,False,True,True,,True,130722,3.7885462555
10371,False,False,,,,,,,,,True,,,,,,2,False,False,True,True,,,,,,u'full_bar',,False,True,,,True,False,,False,False,,,True,,,False,,,,,,,,,,False,,True,,,,,False,False,False,,False,True,,u'quiet',False,,True,u'free',True,'casual',,False,False,False,,False,True,,,False,6631,3.2459016393
10372,False,False,,,,,,True,,,,,,,,,2,False,False,True,True,,,,,,u'full_bar',,False,True,,,True,False,,False,False,,,True,,,False,,,,,,,,,,False,,,False,,,,False,False,True,,False,False,,u'average',False,,True,u'no',False,'casual',,False,False,False,,False,True,,,True,29393,2.9130434783
10373,False,True,,False,True,,,True,False,,True,,,,False,False,2,True,True,True,True,False,True,,,,u'full_bar',,False,True,False,False,True,True,,True,False,,,False,False,,False,,,False,False,True,False,,False,,False,,True,True,False,,,False,False,True,,True,False,,u'average',False,,True,'free',False,'casual',,False,False,True,,False,True,True,,True,13082,2.8253968254
10374,True,,,,,,,,,,,,,,,,2,False,False,False,True,,,,,,,,False,False,,,False,False,,False,False,,,False,,,True,,,,,,,,,,False,,,False,,,,False,False,False,,False,False,,,False,,True,,False,'casual',,False,False,False,,False,True,,,,130746,3.8333333333
10375,True,,,,,,,,,,,,,,,,2,,,,True,,,,,,u'beer_and_wine',,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,,False,,,,False,,,,,'casual',,,,,,False,True,,,,121160,4.2222222222
10376,True,True,,,,,,,,,,,,,,,2,True,,False,True,,,,,,u'none',,False,,,,True,,,False,False,,,False,,,False,,,,,,,,,,False,,,True,,,,,False,False,,False,,,u'average',False,,True,u'free',False,u'casual',,,False,False,,False,True,,,,42999,3.3018867925
10377,False,False,,,,,,,,,,,,,,,2,False,,True,True,,,,,,u'full_bar',,False,,,,True,,,True,False,,,False,,,False,,,,,,,,,,False,,,True,,,,,False,True,,False,,,u'average',False,,True,u'free',False,u'casual',,,False,False,,False,True,,,,10967,3.3142857143
10378,True,True,,,False,,,True,,,,,,,,,3,True,False,True,,,False,,,,u'full_bar',,False,True,,False,True,True,,False,False,,,False,False,,False,,,,False,False,False,,False,,False,,,False,False,,,False,False,True,,False,False,,'average',False,,True,u'no',False,u'casual',,False,,False,,False,True,,,False,118846,3.3617021277
10379,True,True,,,,,,,,,,,,,,,2,True,False,True,,,,,,,u'full_bar',,False,True,,,True,True,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,True,False,True,,False,False,,u'average',False,,True,u'no',False,u'casual',False,False,False,False,,False,True,,,True,26742,3.4571428571
10380,True,True,,,,,,,,,True,,,,,,2,True,False,False,True,,,False,,,u'beer_and_wine',,False,True,,,True,False,,False,False,,,False,,,False,,,,,,,,,False,False,,True,False,,,,True,False,True,,False,False,,'average',False,,True,u'free',False,'casual',,False,False,False,,False,True,,,True,21923,3.5581395349
10381,True,False,,,,,,,,,True,,,,,,1,False,False,True,True,,,False,,,,,False,False,,,,False,,False,False,,,False,,,False,,,,,,,,,False,False,,True,,,,,False,,False,,,False,,,,,True,u'free',False,u'casual',,False,False,False,,,True,,,False,86890,4.0
10382,False,True,,False,,,,True,False,,,,,,,False,2,True,,True,True,True,,False,,,u'beer_and_wine',,False,,False,False,True,,,False,False,,,True,False,,True,,,True,False,,,,,False,False,,True,False,,,,,True,False,,False,,,u'average',True,u'no',True,u'free',True,'casual',,,False,False,,False,True,True,,True,89442,4.6111111111
10383,True,False,,,,,,,,,,,,,,,1,False,,True,True,,,,,,u'none',,False,,,,False,,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,,False,False,,False,,,u'quiet',False,,True,,False,u'casual',,,False,False,,False,True,,,,87755,4.5789473684
10384,True,False,,,,,,,,,True,,,,,,1,True,False,False,True,,,,,,u'none',,False,False,,,True,True,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,False,False,False,,False,False,,u'average',False,,True,'free',False,u'casual',,False,False,False,,False,True,,,True,144590,3.2
10385,False,True,,,,,,,,,,,,,,,2,,False,True,,,,,,,'none',,,False,,,,False,,,,,,,,,True,,,,,,,,,,,,,True,,,,False,,False,,,False,,,,,True,'free',,'casual',,False,,,,,True,,,True,22198,3.3846153846
10386,False,False,,,False,,,False,,,True,,,,,,2,False,False,True,,,False,,,,u'full_bar',,True,False,,False,False,False,,False,False,,,False,False,,False,,,,False,False,False,,False,,False,,,,False,,,False,False,False,,False,False,,u'average',False,,False,u'no',False,u'casual',,False,,False,,False,True,,,True,80695,3.4722222222
10387,True,False,,,,,,,,,,,,,,,1,True,,False,True,,,,,,u'none',,False,,,,True,,,False,False,,,False,,,True,,,,,,,,,,False,,,True,,,,,False,False,,False,,,u'quiet',False,,True,,False,u'casual',,,False,False,,False,True,,,,119130,3.1818181818
10388,True,False,,,,,,,,,,,,,,,2,True,True,False,True,,,,,,u'none',,False,True,,,True,True,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,False,False,False,,False,True,,u'average',False,,True,'free',False,u'casual',False,True,False,False,,False,True,,,True,103154,2.8557692308
10389,False,False,,,,,,,,,,,,,,,4,False,,True,,,,,,,u'full_bar',,False,,,,False,,,True,False,,,False,,,False,,,,,,,,,,False,,,False,,,,,True,False,,False,,,u'loud',False,,True,u'free',False,u'dressy',,,False,False,,False,False,,,,146726,3.0512820513
10390,True,False,,,,,,,,,False,,,,,,1,True,False,False,True,,,,,,'none',,False,False,,,True,True,,True,False,,,False,,,False,,,,,,,,,,False,,,True,,,,True,False,True,,False,False,,'average',False,,True,'no',False,'casual',,False,False,False,,False,True,,,True,161300,3.3217391304
10391,True,True,,,,,,,,,,,,,,,2,False,False,False,True,,,,,,u'full_bar',,False,True,,,False,True,,True,False,,,False,,,False,,,,,,,,,,False,,,False,,,,False,False,False,,True,False,,u'loud',False,,True,u'no',False,u'casual',False,False,False,False,,False,True,,,False,10459,3.8947085202
10392,False,False,,,,,,,,,,,,,,,3,False,,False,True,,,,,,u'full_bar',,False,,,,False,,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,,True,True,,False,,,u'average',True,,False,u'free',True,u'casual',,,False,False,,False,True,,,,128515,3.3823529412
10393,True,True,,False,False,,,True,True,,True,,,,,True,2,True,False,True,True,True,False,False,,,'full_bar',,False,True,False,False,False,False,,True,False,,,False,False,,False,,,False,False,True,False,,,,False,,True,False,False,,,False,False,True,,True,False,,u'loud',False,u'no',True,'free',False,'casual',,False,False,False,,False,True,False,,True,159912,3.9049180328
10394,False,True,,,,,,,,,,,,,,,2,False,False,True,,,,,,,u'full_bar',,False,False,,,False,False,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,False,False,True,,False,False,,,False,,True,'free',False,'casual',,False,,False,,False,True,,,True,27985,4.4285714286
10395,True,,,,,,,,,,,,,,,,1,,False,False,True,,,,,,,,,False,,,False,False,,,,,,,,,False,,,,,,,,,,,,,False,,,,False,False,,,False,False,,,False,,True,'no',,'casual',,False,,,,False,True,,,True,122645,4.4651162791
10396,,,,,,,,,,,,,,,,,1,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,False,,,False,,,,False,,,u'free',,,,,,,,False,True,,,True,26808,4.2083333333
10397,False,True,,False,False,,,,False,,,,,,,False,2,True,True,False,True,True,False,,,,u'full_bar',,False,False,False,,False,False,,False,False,,,False,,,False,,,False,False,False,False,,False,,False,,,False,False,,,False,True,True,,False,False,,u'average',False,,True,'free',False,u'casual',,False,False,False,,False,False,True,,True,37184,3.7333333333
10398,True,False,,,,,,,,,,,,,,,3,False,,True,,,,,,,'full_bar',,False,,,,False,,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,,False,True,,False,,,u'average',False,,True,'free',True,'casual',,,False,False,,False,True,,,True,133768,3.8928571429
10399,True,False,,,,,,,,,True,,,,,,1,False,False,True,,,,,,,u'beer_and_wine',,False,False,,,False,False,,False,False,,,False,,,True,,,,,,,,,,False,,True,,,,,False,False,False,,False,False,,u'quiet',False,,True,u'free',False,'casual',,False,False,False,,False,True,,,False,53247,3.25
10400,True,True,,,,,,,,,,,,,,,2,True,,False,True,,,,,,u'beer_and_wine',,False,,,,True,,,False,False,,,False,,,False,,,,,,,,,,False,,,True,,,,,False,False,,False,,,u'average',False,,True,,False,u'casual',,,False,False,,False,True,,,,102901,2.2142857143
10401,False,,,,,,,,,,,,,,,,2,,,,True,,,,,,u'full_bar',,,,,,False,,,,,,,,,,False,,,,,,,,,,,,,,,,,,False,True,,False,,,,False,,True,,,'casual',,,,,,False,True,,,,178907,3.6
10402,False,True,,,,,,True,,,True,,,,,,2,False,False,True,True,,,,,,'full_bar',,True,False,,,True,True,,False,False,,,False,True,,False,,,,,,,,,,False,,,False,,,,False,False,True,,False,False,,u'average',False,,True,u'no',False,u'casual',,False,False,False,,False,True,,,True,59286,3.4727272727000003
10403,True,True,,,,,,True,,,True,,,,,,2,True,,False,True,,,,,,u'full_bar',,False,,,,False,,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,,False,,,False,,,u'average',False,,True,,False,u'casual',,,False,False,,False,True,,,,161982,3.7826086957
10404,True,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,False,False,,,False,False,,False,False,,,False,,,,,,,,,,,,,False,,,,,,,False,False,,,False,False,,,False,,True,,False,,,False,,False,,False,True,,,,23208,4.9473684211
10405,True,False,,,,,,,,,False,,,,,,1,True,False,False,False,,,,,,u'none',,False,False,,,False,True,,False,False,,,False,,,True,,,,,,,,,,False,,,True,,,,False,True,False,,False,False,,u'average',False,,True,u'no',False,u'casual',,False,False,False,,False,True,,,True,103142,4.4311926606
10406,True,True,,,,,,,,,True,,,,,,2,True,,True,,,,,,,'beer_and_wine',,False,,,,,,,False,False,,,False,,,True,,,,,,,,,,False,,,False,,,,,,False,,,,,u'average',,,True,,False,'casual',,,,False,,,True,,,True,172338,3.3
10407,True,True,,,False,,,True,,,True,,,,,,2,True,False,True,True,,False,,,,'full_bar',,False,False,,False,True,False,,False,False,,,False,False,,False,,,,False,False,False,,False,,False,,,,False,,,False,False,True,,False,False,,u'average',False,,True,'free',False,'casual',True,False,False,False,,False,True,,,False,56410,3.2666666667
10408,True,True,,,,,,,,,False,,,,,,1,True,False,True,True,,,,,,u'none',,True,True,,,False,True,,True,False,,,True,,,True,,,,,,,,,,False,,True,True,,,,True,True,True,,False,False,,'quiet',False,,True,u'free',False,'casual',,False,False,False,,False,True,,,True,191365,4.6363636364000005
10409,False,True,,False,False,,,True,False,,True,,,,,False,2,True,True,True,True,False,False,,,,u'full_bar',,False,False,False,False,True,False,,False,False,,,False,False,,False,,,False,False,False,False,,False,,False,,True,False,False,,,False,False,False,,False,False,,'average',False,u'no',True,'free',False,'casual',,False,False,False,,False,True,False,,True,149592,4.1451612903
10410,True,True,,,,,,,,,,,,,,,1,False,,False,True,,,,,,u'none',,False,,,,,,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,,,False,,,,,,,,False,'no',False,'casual',,,False,False,,,True,,,True,69981,2.75
10411,True,True,,,,,,,,,,,,,,,2,True,False,False,True,,,,,,u'full_bar',,False,True,,,True,True,,False,False,,,False,,,False,,,,,,,,,False,False,,,False,,,,False,False,True,,False,False,,'average',False,,True,'no',False,u'casual',,False,False,False,,False,True,,,True,91286,3.9450000000000003
10412,True,False,,,,,,,,,,,,,,,1,False,,False,True,,,,,,u'none',,False,,,,True,,,False,False,,,False,,,True,,,,,,,,,,False,,,,,,,,False,False,,False,,,u'average',False,,False,u'no',False,u'casual',,,False,False,,False,True,,,True,160025,3.125
10413,True,True,,,,,,,,,,,,,,,2,False,,True,True,,,,,,,,False,,,,,,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,,,False,,,,,,,,True,'free',False,u'casual',,,False,False,,,True,,,,21991,3.1666666667
