,GoodForKids,video,dessert,street,HasTV,OutdoorSeating,monday,GoodForDancing,jukebox,Corkage,DogsAllowed,garage,Music,breakfast,RestaurantsDelivery,AcceptsInsurance,NoiseLevel,HappyHour,valet,Ambience,Smoking,RestaurantsGoodForGroups,gluten-free,AgesAllowed,thursday,Alcohol,WiFi,dj,background_music,wednesday,intimate,karaoke,soy-free,hipster,RestaurantsAttire,BYOB,RestaurantsTableService,dinner,BikeParking,no_music,DriveThru,BusinessAcceptsBitcoin,tuesday,CoatCheck,lot,brunch,live,vegetarian,GoodForMeal,ByAppointmentOnly,romantic,divey,touristy,lunch,RestaurantsPriceRange2,sunday,vegan,casual,kosher,trendy,validated,latenight,BusinessParking,upscale,BYOBCorkage,WheelchairAccessible,RestaurantsTakeOut,RestaurantsReservations,saturday,dairy-free,DietaryRestrictions,BusinessAcceptsCreditCards,halal,friday,Caters,classy,business_id,stars
6185,True,,,False,True,False,,,,,,False,,,False,,u'quiet',,False,,,False,,,,u'none',u'no',,,,False,,,False,u'casual',,,,False,,,,,,False,,,,,,False,False,False,,1,,,False,,False,False,,,False,,,True,False,,,,,,,,False,180293,3.1111111111
6186,True,,False,False,False,True,,,,,,False,,False,False,,,,False,,,True,,,,u'none',,,,,False,,,False,'casual',,,False,False,,,,,,True,False,,,,,False,False,False,False,1,,,False,,False,False,False,,False,,,True,False,,,,True,,,,False,90386,2.2
6187,True,,False,False,False,False,,,,,False,False,,False,False,,'average',,False,,,True,,,,'beer_and_wine','no',,,,False,,,False,'casual',,True,True,True,,,,,,False,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,True,False,False,,,,True,,,False,False,68211,3.5964391691
6188,False,,False,False,False,True,,,,,,True,,False,False,,u'quiet',,False,,u'no',True,,,,u'full_bar',u'no',,,,True,,,False,u'casual',,,True,True,,,False,,,False,False,,,,,False,False,False,False,2,,,False,,False,False,False,,False,,,True,True,,,,True,,,True,False,88790,2.6701030928
6189,True,,False,False,False,False,,,,,,False,,False,False,,'loud',,False,,,True,,,,'beer_and_wine',u'free',,,,False,,,False,'casual',,True,True,True,,,,,,True,False,,,,,False,False,False,True,2,,,True,,True,False,False,,False,,True,True,False,,,,True,,,True,False,118815,4.01
6190,True,,False,False,True,False,,,,,,False,,False,True,,u'average',,False,,,True,,,,u'none',u'free',,,,False,,,False,'casual',,True,False,True,,,,,,False,False,,,,,False,,False,False,2,,,False,,False,False,False,,False,,,True,True,,,,,,,,False,13144,2.6666666667000003
6191,True,,False,False,False,False,,,,,,False,,False,False,,u'quiet',,False,,,False,,,,u'full_bar',u'no',,,,False,,,False,u'casual',,,True,False,,,,,,True,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,,True,True,,,,,,,False,False,39539,3.5545454545
6192,,,,,,,,,,,False,,,,,,,,,,,,,,,,u'free',,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,True,,,,,169499,3.81
6193,True,False,False,False,True,True,False,False,False,,,False,,False,True,,'loud',True,False,,,True,,,True,u'full_bar','free',False,False,False,False,False,,False,u'casual',,True,True,True,False,False,,False,,True,False,False,,,,False,False,False,True,2,True,,True,,False,False,False,,False,,,True,True,False,,,,,True,False,False,38572,3.1774193548
6194,True,,,False,True,False,,,,,,False,,,False,,u'quiet',,False,,,True,,,,u'full_bar',,,,,False,,,False,'casual',,,,,,,,,,True,,,,,,False,False,False,,2,,,True,,False,False,,,False,,,True,True,,,,True,,,True,False,131627,3.7692307692
6195,False,,False,True,False,False,,False,,,,False,,False,False,,u'average',,False,,u'no',True,,,,u'beer_and_wine','no',,,,False,,,False,'casual',,True,True,False,,,,,,False,False,,,,,True,False,False,False,2,,,False,,False,False,False,,False,,,False,False,,,,True,,,True,False,21279,4.5294117647
6196,True,,False,False,False,False,,,,,,False,,False,False,,'average',,False,,,True,,,,'beer_and_wine','no',,,,False,,,False,'casual',,True,True,False,,,,,,True,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,,True,True,,,,True,,,False,False,183299,4.4535714286
6197,True,,,False,True,False,,,,,,False,,,False,,u'average',,False,,,True,,,,u'full_bar',u'no',,,,False,,,False,u'casual',,,,,,,,,,True,,,,,,True,False,False,,2,,,True,,False,False,,,False,,,True,True,,,,True,,,False,False,177614,3.7727272727
6198,True,,,False,True,True,,,,,,False,,,False,,u'average',,False,,,True,,,,u'full_bar',u'free',,,,False,,,False,u'casual',,,,,,,,,,True,,,,,,False,False,False,,2,,,True,,False,False,,,False,,,True,True,,,,True,,,True,False,36072,3.2222222222
6199,False,,False,True,False,True,,,,,,False,,False,False,,,,False,,,True,,,,'beer_and_wine','free',,,,False,,,False,'casual',,True,True,True,,,,,,False,False,,,,,False,,False,True,2,,,True,,False,False,False,,False,,,True,True,,,,,,,False,False,29804,3.9583333333
6200,True,,False,False,True,False,,,,,,False,,False,True,,,,False,,,True,,,,u'none',,,,,False,,,False,u'casual',,False,False,,,,,,,False,False,,,,,False,False,False,False,1,,,False,,False,False,False,,False,,,True,False,,,,True,,,,False,125207,3.6
6201,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,189272,4.8333333333
6202,True,,,False,True,False,,,,,,False,,,False,,u'quiet',,False,,,False,,,,'none',,,,,False,,,False,'casual',,,,True,,,,,,False,,,,,,False,False,False,,1,,,True,,False,False,,,False,,,True,False,,,,,,,,False,123443,4.4833333333
6203,,,,,False,,,,,,,,,,False,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,True,False,,,,,,,,,129941,2.75
6204,True,,,False,,True,,,,,,False,,,True,,u'average',,False,,,False,,,,'none',,,,,,,,,'casual',,,,,,,,,,True,,,,,,,,,,1,,,,,,False,,,,'no',,True,True,,,,True,,,,,90891,3.8181818182000002
6205,True,,,False,,False,,,,,,False,,,,,,,False,,,True,,,,,,,,,,,,,u'casual',,,,,,,,,,False,,,,,,,,,,3,,,,,,False,,,,,,,True,,,,,,,,,90021,2.8
6206,True,,,False,False,True,,,,,,True,,,False,,u'average',,False,,,True,,,,'full_bar','free',,,,False,,,False,'casual',,,,True,,,,,,False,,,,,,False,False,False,,2,,,True,,False,False,,,False,'no',,True,True,,,,True,,,True,False,34500,3.7367303609
6207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,165807,3.3333333333
6208,True,,,False,True,True,,,,,,True,,,True,,u'average',,True,,,True,,,,u'full_bar',u'free',,,,False,,,False,u'casual',,,,True,,,,,,False,,,,,,False,False,False,,2,,,True,,False,False,,,False,,,True,True,,,,True,,,True,False,175204,2.4857142857
6209,True,,,False,False,False,,,,,,False,,,False,,u'average',,False,,,True,,,,'beer_and_wine',u'no',,,,False,,,False,u'casual',,,,False,,,,,,True,,,,,,False,False,False,,2,,,True,,False,False,,,False,,,True,True,,,,,,,True,False,77456,3.2686567163999998
6210,True,,False,False,True,True,,,,,False,False,,False,False,,'average',,False,,,True,,,,'none','no',,,,False,,,False,'casual',,False,False,True,,,False,,,True,True,,,,,False,False,False,False,1,,,False,,False,False,False,,False,,True,True,False,,,,True,,,True,False,29167,3.7333333333
6211,True,,,True,False,True,,,,,,False,,,True,,u'quiet',,False,,,True,,,,u'full_bar',u'no',,,,False,,,False,u'casual',,True,,True,,,,,,False,,,,,,False,,False,,2,,,True,,False,False,,,False,,False,True,True,,,,,,,,True,154468,3.6279069767000003
6212,True,,False,True,False,False,,,,,,False,,False,False,,u'loud',,False,,,True,,,,u'full_bar','no',,,,False,,,False,u'casual',,,True,True,,,,,,False,False,,,,,False,,False,True,2,,,True,,False,False,False,,False,,True,True,False,,,,,,,True,False,42466,4.1066666667
6213,True,,,,,,,,,,,,,,False,,u'average',,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,76509,4.0
6214,False,,False,True,False,False,,,,,False,False,,False,False,,'loud',,False,,,True,,,,u'full_bar',u'no',,,,False,,,False,u'casual',,True,True,True,,,,,,False,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,False,True,False,,,,,,,False,False,116237,3.4955752212
6215,True,,,False,False,True,,,,,,False,,,True,,u'average',,False,,,True,,,,u'full_bar',u'no',,,,False,,,False,u'casual',,,,True,,,,,,False,,,,,,False,False,False,,2,,,True,,False,True,,,False,,,True,True,,,,,,,True,False,52951,2.3636363636
6216,True,,False,,False,False,,,,,,,,False,False,,u'average',,,,,False,,,,u'none','no',,,,False,,,False,'casual',,False,True,True,,,,,,,False,,,,,False,False,False,True,2,,,True,,False,,False,,False,,,True,False,,,,True,,,True,False,163183,4.3716814159
6217,True,False,False,False,True,True,,True,False,,,False,,True,False,,u'average',,False,,,True,,,,u'full_bar',u'free',False,False,,False,True,,False,u'casual',,True,True,True,,,,,,True,False,True,,,,False,,False,False,2,,,False,,False,False,False,,False,,True,True,True,,,,,,,True,False,31545,4.027027027
6218,True,,False,False,True,True,,,,,,False,,False,,,u'quiet',,False,,,True,,,,u'full_bar',u'no',,,,False,,,False,u'casual',,True,False,False,,,,,,False,False,,,,,False,False,False,False,2,,,False,,False,False,False,,False,,,True,False,,,,True,,,,False,163717,3.75
6219,True,,,True,True,True,,,,,,False,,,True,,u'average',,False,,,True,,,,u'full_bar',u'free',,,,False,,,False,u'casual',,,,True,,,,,,True,,,,,,False,False,False,,2,,,True,,False,False,,,False,'no',,True,True,,,,True,,,True,False,163354,2.6458333333
6220,False,False,False,False,True,True,,True,False,,False,True,,False,False,,u'average',True,False,,u'no',True,,,,u'full_bar',u'free',True,False,,False,False,,False,u'dressy',,True,False,True,False,,,,True,False,False,False,,,,False,False,False,False,2,,,False,,False,False,False,,False,,True,True,True,,,,,,,True,False,139070,2.4210526316
6221,False,,,False,False,False,,,,,,False,,,True,,u'average',,False,,,True,,,,,,,,,False,,,False,'casual',,,,False,,,,,,False,,,,,,False,,False,,2,,,False,,False,False,,,False,,,True,True,,,,,,,,False,110551,2.3636363636
6222,False,False,False,False,True,True,False,False,False,True,,True,,False,False,,u'loud',,False,,,True,,,True,u'full_bar',u'free',False,False,False,False,False,,False,'casual',,,True,False,False,,False,False,,False,False,True,,,,False,False,False,True,2,False,,True,,False,False,True,,False,'yes_corkage',,True,False,True,,,True,,True,False,False,180000,2.9401993355
6223,True,,,True,True,False,,,,,,False,,,True,,u'quiet',,False,,,True,,,,u'beer_and_wine',u'no',,,,False,,,False,u'casual',,,,True,,,,,,False,,,,,,False,False,False,,1,,,True,,False,False,,,False,,,True,False,,,,,,,,False,25130,3.4761904762
6224,True,,False,False,False,True,,,,,,False,,False,False,,u'average',,False,,,True,,,,u'beer_and_wine',u'no',,,,False,,,False,u'casual',,,True,False,,,,,,False,False,,,,,False,False,False,False,2,,,True,,False,False,False,,False,,,True,True,,,,True,,,True,False,69416,3.4328358209
6225,True,,,False,True,False,,,,,,False,,,True,,u'quiet',,False,,,True,,,,u'none',,,,,False,,,False,u'casual',,,,,,,,,,False,,,,,,False,False,False,,1,,,False,,False,False,,,False,,,True,False,,,,,,,True,False,56011,3.0909090909
6226,True,,False,False,False,False,,,,,,False,,False,False,,u'loud',,False,,,True,,,,u'full_bar','free',,,,False,,,False,u'casual',,True,False,True,,,,,,False,False,,,,,False,False,False,False,3,,,False,,False,False,False,,False,,,True,True,,,,,,,,False,188719,4.5294117647
6227,,,,False,,False,,,,,,False,,,False,,,,False,,,False,,,,,,,,,,,,,u'casual',,,,,,,,,,True,,,,,,,,,,1,,,,,,False,,,,,,True,False,,,,True,,,,,34168,3.375
6228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19526,4.7
6229,True,,False,True,False,False,,,,,,False,,False,True,,u'quiet',,False,,,True,,,,'beer_and_wine','no',,,,False,,,False,'casual',,True,False,True,,,,,,False,False,,,,,False,False,False,False,2,,,False,,False,False,False,,False,,,True,True,,,,True,,,True,False,61059,4.0344827586
6230,True,,,,,,,,,,,,,,False,,,,,,,True,,,,,,,,,,,,,'casual',,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,False,True,,,,,,,,,183440,4.5714285714
6231,True,,,False,True,False,,,,,,False,,,,,u'average',,False,,,True,,,,u'beer_and_wine',u'free',,,,False,,,False,u'casual',,,,,,,,,,False,,,,,,False,,False,,2,,,False,,False,False,,,False,,,True,True,,,,,,,True,False,25074,4.25
6232,True,,,False,False,False,,,,,,False,,,True,,u'average',,False,,,False,,,,'none','no',,,,False,,,False,'casual',,,,False,,,,,,False,,,,,,False,False,False,,2,,,False,,False,False,,,False,,,True,False,,,,,,,False,False,131359,4.2
6233,False,,,False,True,False,,,,,,True,,,False,,u'average',,True,,,True,,,,u'full_bar',u'no',,,,False,,,False,'casual',,,,False,,,,,,False,,,,,,False,False,False,,3,,,False,,True,False,,,False,,,True,True,,,,True,,,False,False,107161,3.6285714286
6234,True,,False,False,False,False,,,,,,False,,False,True,,u'quiet',,False,,,True,,,,'none','no',,,,False,,,False,'casual',,,False,False,,,,,,False,False,,,,,False,False,False,False,1,,,False,,False,False,False,,False,,,True,False,,,,True,,,True,False,4826,3.7538461538
6235,True,,False,False,True,True,,,,,,False,,False,False,,'average',,False,,,False,,,,,'free',,,,False,,,False,,,,False,,,,,,,False,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,,False,False,,,,True,,,,False,69737,3.1607142857
6236,,,,True,,,,,,,False,False,,,True,,,,False,,,,,,,u'none',u'free',,,,,,,,,,,,True,,,,,,False,,,,,,,,,,2,,,,,,False,,,,,False,True,True,,,,,,,False,,134092,3.2352941176
6237,True,,False,False,,False,,,,,,False,,False,,,,,False,,,True,,,,,,,,,False,,,False,'casual',,,False,True,,,,,,False,False,,,,,False,,False,True,2,,,False,,False,False,False,,False,,,True,False,,,,,,,,False,117175,3.9189189189
6238,False,False,False,True,False,True,False,False,False,,False,False,,False,False,,u'average',True,False,,u'no',True,,,False,u'full_bar',u'no',False,True,False,False,False,,True,u'casual',,True,False,True,False,,,False,False,False,False,False,,,,False,False,False,False,2,False,,False,,False,False,False,,False,,True,False,False,False,,,,,True,False,False,131892,4.0769230769
6239,True,,False,False,False,True,,,,,,False,,False,False,,'average',,False,,,True,,,,'full_bar','no',,,,False,,,False,'casual',,True,True,True,,,,,,True,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,,True,False,,,,True,,,True,False,41958,3.63125
6240,True,,,False,,False,,,,,,False,,,False,,,,False,,,True,,,,'full_bar',,,,,,,,,'casual',,,,,,,,,,True,,,,,,,,,,2,,,,,,False,,,,,,True,True,,,,True,,,,,28633,3.125
6241,True,,False,False,True,False,,,,,,False,,False,False,,u'average',,False,,,True,,,,u'full_bar','no',,,,False,,,False,u'casual',,,True,False,,,,,,False,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,,True,True,,,,True,,,False,False,134164,3.0342465753
6242,True,,,False,,False,,,,,,False,,,False,,,,False,,,True,,,,u'full_bar',,,,,False,,,,u'casual',,,,,,,,,,True,,,,,,False,,False,,2,,,False,,False,False,,,False,,,True,True,,,,,,,,False,37121,3.1538461538
6243,False,,False,True,False,True,,,,,,False,,False,True,,u'average',,False,,,True,,,,u'full_bar',u'free',,,,False,,,False,'casual',,,True,True,,,,,,False,False,,,,,False,,False,True,2,,,False,,False,False,False,,False,,,True,True,,,,,,,True,False,127719,3.7272727273
6244,True,,False,False,False,,,,,,,False,,False,False,,,,False,,,True,,,,,,,,,,,,,,,,False,,,,,,,False,False,,,,,,,,False,1,,,,,,False,False,,,,,True,False,,,,,,,,,100306,2.6666666667000003
6245,True,,,False,True,False,,,,,,False,,,False,,u'quiet',,False,,,True,,,,'full_bar',u'no',,,,False,,,False,'casual',,,,False,,,,,,True,,,,,,False,False,False,,2,,,True,,False,False,,,False,,,True,True,,,,True,,,True,False,189739,3.1262135922
6246,True,,,True,True,False,,,,,,False,,,True,,u'average',,False,,,True,,,,u'full_bar',u'free',,,,False,,,False,u'casual',,,,True,,,,,,True,,,,,,False,False,False,,2,,,True,,False,False,,,False,,,True,True,,,,True,,,True,False,165306,3.3636363636
6247,,,False,,,,,,,,,,,False,,,,,,,,,,,,,,,,,False,,,False,,,,False,,,,,,,,False,,,,,False,,False,False,,,,False,,False,,False,,False,,,,False,,,,,,,,False,53142,2.0
6248,False,,False,False,False,True,,,,,,False,,False,False,,u'average',,False,,,True,,,,u'beer_and_wine',u'no',,,,False,,,False,u'casual',,True,False,True,,,,,,False,False,,,,,False,False,False,True,2,,,False,,False,False,False,,False,,,False,True,,,,,,,False,False,61359,4.0666666667
6249,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,65132,3.8
6250,,,,False,False,False,,,,,,True,,,True,,u'average',,False,,,True,,,,'none',,,,,False,,,False,u'casual',,,,True,,,,,,False,,,,,,False,False,False,,2,,,False,,False,False,,,False,,,True,False,,,,True,,,True,False,56486,3.5652173913
6251,True,,False,False,False,False,,,,,,False,,False,False,,u'average',,False,,,True,,,,u'full_bar','free',,,,False,,,False,'casual',,True,False,False,,,,,,False,False,,,,,False,,False,False,2,,,True,,False,False,False,,False,,,True,True,,,,,,,,False,189433,4.0
6252,True,,,False,False,False,,,,,,False,,,False,,u'average',,False,,,True,,,,u'full_bar',u'no',,,,False,,,,'casual',,,,False,,,,,,False,,,,,,False,,False,,3,,,False,,False,False,,,False,,,True,True,,,,,,,True,False,46262,3.962962963
6253,True,,,True,True,True,,,,,,False,,,False,,u'loud',,False,,,True,,,,u'full_bar',u'free',,,,False,,,False,u'casual',,,,True,,,,,,False,,,,,,False,False,False,,1,,,True,,False,False,,,False,,,True,False,,,,True,,,True,False,125800,2.3636363636
6254,True,,False,False,False,True,,,,,,False,,True,False,,u'average',,False,,,True,,,,u'none',u'free',,,,False,,,False,u'casual',,,False,True,,,,,,True,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,,True,False,,,,True,,,False,False,36580,3.6618705036
6255,True,,False,True,True,False,,,,,,False,,False,False,,u'average',,False,,,True,,,,u'none','no',,,,False,,,False,u'casual',,False,True,True,,,,,,False,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,,True,False,,,,True,,,True,False,28328,4.3655913978
6256,False,,,False,False,False,,,,,,False,,,False,,u'quiet',,False,,,True,,,,u'beer_and_wine','no',,,,False,,,False,u'dressy',,,,True,,,,,,False,,,,,,False,,False,,4,,,False,,False,False,,,False,,,False,True,,,,,,,True,False,159402,4.4347826087
6257,True,,,True,,,,,,,,False,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,2,,,,,,False,,,,,,False,,,,,,,,,,141938,2.8333333333
6258,True,False,False,False,True,True,False,False,False,,,False,,False,False,,u'average',,False,,,True,,,True,u'full_bar',u'free',False,False,False,False,False,,False,u'casual',,,True,True,False,,,False,,True,False,False,,,,False,False,False,True,2,True,,True,,True,False,False,,False,,,True,True,True,,,True,,False,True,False,151110,3.9262899263
6259,,,,,,,,,,,,,,,False,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,True,False,,,,,,,,,3833,1.6666666667
6260,False,,False,False,True,True,,,,,,False,,False,False,,u'average',,False,,,True,,,,u'none',u'no',,,,False,,,False,u'casual',,False,True,True,,,,,,False,False,,,,,False,,False,True,1,,,False,,False,False,False,,False,,,True,False,,,,,,,,False,68868,3.0
6261,True,,False,False,True,True,,,,,,True,,False,False,,u'very_loud',,False,,,True,,,,u'full_bar',u'free',,,,False,,,False,'casual',,True,False,True,,,,,,True,False,,,,,False,False,False,False,3,,,False,,False,False,False,,False,,True,True,True,,,,,,,,False,93143,3.6875
6262,True,,,,False,False,,,,,,,,,False,,u'quiet',,,,,True,,,,u'none',u'no',,,,False,,,False,u'casual',,,,True,,,,,,,,,,,,False,,False,,2,,,False,,False,,,,False,,,True,False,,,,,,,True,False,82778,4.5555555556
6263,True,,False,True,True,False,,,,,,False,,False,True,,u'average',,False,,,True,,,,u'none',u'no',,,,False,,,False,'casual',,False,True,True,,,,,,False,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,True,True,False,,,,,,,True,False,155561,3.8050314465
6264,True,,False,False,False,False,,,,,,False,,False,False,,'average',,False,,,True,,,,,'no',,,,False,,,False,'casual',,True,False,True,,,,,,False,False,,,,,False,False,False,False,2,,,False,,False,False,False,,False,,,True,False,,,,,,,,False,92163,4.0416666667
6265,True,,False,False,False,False,,,,,,False,,False,False,,u'average',,False,,,True,,,,u'full_bar',u'no',,,,False,,,False,u'casual',,,False,False,,,,,,True,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,,True,True,,,,,,,False,False,77490,3.3194444444
6266,True,,False,False,False,True,,,,,,False,,True,False,,u'average',,False,,,True,,,,'full_bar',u'free',,,,False,,,False,'casual',,,True,False,,,,,,True,True,,,,,False,False,False,True,2,,,False,,False,False,False,,False,,,True,True,,,,True,,,True,False,17737,3.2434782609
6267,False,,,True,False,False,,,,,,False,,,False,,u'quiet',,False,,,True,,,,u'beer_and_wine',u'no',,,,False,,,False,u'casual',,,,True,,,,,,False,,,,,,False,False,False,,3,,,False,,False,False,,,False,,,False,True,,,,,,,,False,26057,4.3888888889
6268,True,,False,False,False,True,,,,,,False,,False,False,,'average',,False,,,False,,,,u'none',u'free',,,,False,,,False,'casual',,False,True,True,,False,,,,True,False,,,,,False,False,False,True,1,,,True,,False,False,False,,False,,True,True,False,,,,True,,,True,False,172053,4.2847222222
6269,True,,False,False,True,True,,,,,,False,,False,True,,u'quiet',,False,,,True,,,,u'full_bar',u'no',,,,False,,,False,u'casual',,,False,True,,,,,,False,False,,,,,False,False,False,False,2,,,True,,False,False,False,,False,,,True,True,,,,,,,,False,147601,3.55
6270,False,,,True,False,False,,,,,,False,,,True,,u'average',,False,,,True,,,,u'full_bar',u'free',,,,False,,,False,u'casual',,,,True,,,,,,False,,,,,,False,,False,,2,,,False,,False,False,,,False,,,True,True,,,,,,,True,False,30945,3.1985815603
6271,True,,,False,,False,,,,,,False,,,False,,,,False,,,True,,,,u'none',,,,,False,,,False,u'casual',,,,,,,,,,False,,,,,,False,False,False,,2,,,False,,False,False,,,False,,,True,,,,,True,,,True,False,147411,3.4285714286
6272,False,,,True,True,False,,,,,,False,,,False,,u'average',,False,,,False,,,,u'full_bar',u'no',,,,False,,,False,u'casual',,,,True,,,,,,False,,,,,,True,,False,,3,,,False,,False,False,,,False,,,True,True,,,,,,,False,False,191848,3.6666666667000003
6273,True,,,False,False,False,,,,,,False,,,False,,u'average',,False,,,True,,,,u'full_bar',u'no',,,,False,,,False,u'casual',,,,True,,,,,,False,,,,,,False,False,False,,3,,,False,,False,False,,,False,,,False,True,,,,,,,False,False,16872,4.125
6274,True,,,False,,False,,,,,,False,,,False,,u'quiet',,False,,,True,,,,u'full_bar',,,,,,,,,u'casual',,,,,,,,,,False,,,,,,,,,,2,,,,,,False,,,,,,True,False,,,,True,,,,,15377,3.0
6275,True,,,,True,True,,,,,,,,,False,,,,,,,True,,,,'full_bar','free',,,,,,,,'casual',,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,False,True,,,,,,,,,88222,3.2
6276,True,,False,True,False,True,,,,,,True,,False,True,,u'average',,False,,,True,,,,u'full_bar',,,,,False,,,False,u'casual',,True,False,True,,,,,,False,False,,,,,False,False,False,False,2,,,False,,False,False,False,,False,,True,True,True,,,,True,,,True,False,30465,4.375
6277,True,,,False,False,False,,,,,,False,,,False,,u'average',,False,,,True,,,,u'full_bar',u'no',,,,False,,,False,u'casual',,,,False,,,,,,True,,,,,,False,False,False,,2,,,True,,False,False,,,False,,,True,True,,,,,,,False,False,8280,3.25
6278,True,,,False,True,True,,,,,,False,,,True,,u'average',,False,,,True,,,,u'none',u'no',,,,False,,,False,u'casual',,,,True,,,,,,False,,,,,,False,False,False,,2,,,False,,False,False,,,False,,,True,False,,,,,,,True,False,60525,3.2222222222
6279,,,,False,,,,,,,,False,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,2,,,,,,False,,,,,,,,,,,,,,,,136759,2.1428571429
6280,False,,,False,,False,,,,,,False,,,,,,,False,,,False,,,,,,,,,,,,,u'casual',,,,,,,,,,False,,,,,,,,,,3,,,,,,False,,,,,,True,,,,,,,,,,166344,2.0
6281,,,False,False,,,,,,,,False,,False,True,,,,False,,,,,,,,,,,,False,,,False,,,,False,True,,,,,,False,False,,,,,False,False,False,False,1,,,False,,False,False,False,,False,,,True,,,,,True,,,True,False,13948,4.4772727273
6282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135089,3.8333333333
6283,True,,False,,True,True,,,,,,,,False,True,,u'quiet',,,,,True,,,,'none','no',,,,False,,,False,u'casual',,,False,True,,,,,,,False,,,,,False,,False,False,2,,,True,,False,,False,,False,,False,True,False,,,,,,,True,False,15162,3.6285714286
6284,True,,False,False,False,False,,,,,,False,,False,True,,u'loud',,False,,,True,,,,'full_bar','no',,,,False,,,False,'casual',,True,True,True,,,,,,False,False,,,,,False,False,False,False,3,,,False,,False,False,False,,False,,,True,True,,,,,,,False,False,177397,3.6129032258000002
6285,False,False,False,True,True,True,False,False,False,,,False,,False,False,,u'average',,False,,,True,,,True,u'full_bar','free',False,False,False,False,False,,False,'casual',,,False,True,False,False,,False,,False,False,False,,,,False,False,False,False,2,False,,True,,False,False,False,,False,,,True,True,True,,,,,True,False,False,75213,2.1333333333
6286,True,,False,True,False,False,,,,,,False,,False,False,,u'average',,False,,,True,,,,u'none',u'no',,,,False,,,False,u'casual',,True,True,True,,,,,,False,False,,,,,False,False,False,False,2,,,True,,False,False,False,,False,,,True,True,,,,,,,False,False,52993,4.5361445783
6287,False,,,,,,,,,,,,,,True,,u'quiet',,,,,True,,,,,u'free',,,,False,,,False,,,True,,,,,,,,,,,,,,False,False,False,,2,,,False,,False,,,,False,,,True,True,,,,,,,,False,140879,4.25
6288,True,,False,False,False,False,,,,,,False,,False,False,,u'quiet',,False,,,True,,,,u'full_bar',u'no',,,,False,,,False,u'casual',,True,True,True,,,,,,True,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,,True,True,,,,,,,True,False,44926,3.7857142857
6289,False,,,,,,,,,,,,,,True,,,,,,,False,,,,,u'free',,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,False,True,True,,,,,,,,,31201,3.2857142857
6290,True,,False,False,True,True,,,,,,False,,False,False,,u'average',,False,,,True,,,,u'full_bar','free',,,,False,,,False,u'casual',,True,True,True,,,,,,True,False,,,,,False,False,False,True,2,,,False,,False,False,False,,False,,,True,True,,,,True,,,True,True,18071,4.0818181818
6291,True,,False,True,False,False,,,,,,False,,False,False,,u'average',,False,,,True,,,,u'beer_and_wine',u'no',,,,False,,,False,u'casual',,True,True,True,,,,,,False,False,,,,,False,False,False,True,1,,,True,,False,False,False,,False,,,True,False,,,,True,,,False,False,65556,3.8227848101
6292,False,,,True,True,False,,,,,,True,,,False,,u'average',,False,,,True,,,,u'full_bar',u'free',,,,False,,,False,u'dressy',,,,True,,,,,,False,,,,,,False,False,False,,3,,,False,,False,False,,,False,,,False,True,,,,,,,True,True,71149,3.5
